Course_Num,Dept,Num,Title
2734,TAPS,26400,Post-Dramatic Theater
2735,TAPS,26530,Staging the Internet
2736,TAPS,27100,Scene Painting
2737,TAPS,27500,Costume Design for the Stage
2738,TAPS,27700,Introduction to Puppetry
2739,TAPS,28000,Scenic Design
2740,TAPS,28100,Lighting Design for the Stage
2741,TAPS,28320,The Mind as Stage: Podcasting
2742,TAPS,28466,Alternate Reality Games: Theory and Production
2743,TAPS,29900,Reading and Research
2744,TAPS,29800,Theater and Performance Studies BA Colloquium
2745,ARTV,10100,Visual Language: On Images
2746,ARTV,10200,Visual Language: On Objects
2747,ARTV,10300,Visual Language: On Time and Space
2748,ARTV,15500,A Curating History: The Documenta Case
2749,ARTV,15650,Art Since 1900
2750,ARTV,16210,Media Art and Design Practice
2751,ARTV,20002,History of International Cinema I: Silent Era
2752,ARTV,20003,History of International Cinema II: Sound Era to 1960
2753,ARTV,20006,Contemporary Art
2754,ARTV,20008,Ways of Curating and Collecting
2755,ARTV,20010,Contemporary Art in Paris
2756,ARTV,20012,A Curating Case-Study: The Hut
2757,ARTV,20210,Imagining Chicago's Common Buildings
2758,ARTV,20211,Adaptation & Translation in Theater-Making
2759,ARTV,20300,Introduction to Film Analysis
2760,ARTV,20400,Theories of Media
2761,ARTV,20500,Introduction to Genres: Writing the Visual Arts
2762,ARTV,20663,Urban Studies: Placemaking
2763,ARTV,20700,Alternate Reality Games: Theory and Production
2764,ARTV,20704,Photo/Modernism/Esthetic
2765,ARTV,20805,"Framing, Re-framing, and Un-framing Cinema"
2766,ARTV,21002,Life Drawing
2767,ARTV,21501,Introduction to Printmaking
2768,ARTV,21701,Conceptual Drawing
2769,ARTV,21702,Drawing Concepts
2770,ARTV,21800,Studio Practice
2771,ARTV,21801,Repetitive Acts
2772,ARTV,21902,Color: Theory and Experience
2773,ARTV,22000,Introduction to Painting I
2774,ARTV,22002,Introduction to Painting II
2775,ARTV,22200,Introduction to Sculpture
2776,ARTV,22305,Performing Tableware
2777,ARTV,22306,Hybridity and the Multiple: A Course on Moldmaking
2778,ARTV,22312,Material as Performance
2779,ARTV,22502,Data and Algorithm in Art
2780,ARTV,23801,Video
2781,ARTV,23804,Experimental Animation: Exploring Manual Techniques
2782,ARTV,23808,Introduction to 16mm Filmmaking
2783,ARTV,23809,Experimental Animation: Digital and Camera-less Production
2784,ARTV,23905,Creative Thesis Workshop
2785,ARTV,23930,Documentary Production I
2786,ARTV,23931,Documentary Production II
2787,ARTV,24000,Introduction to Black and White Film Photography
2788,ARTV,24004,Introduction to Color Photography
2789,ARTV,24112,Advanced Problems in Sculpture
2790,ARTV,24121,Adopted Strategies
2791,ARTV,24201,Collage
2792,ARTV,24203,"Synthesis, Procedure and Objecthood"
2793,ARTV,24301,Writing for Performance
2794,ARTV,24403,Advanced Photography
2795,ARTV,24550,Shopcraft: Methods and Materials
2796,ARTV,24554,Costume Design and Technology for the Stage
2797,ARTV,24706,Drawing Through the World: Relational Ways of Seeing
2798,ARTV,25117,"The Audience, The Archaeologist, and the Art Historian"
2799,ARTV,25401,Transmedia Game
2800,ARTV,25402,Metamedia Design Studio
2801,ARTV,26205,Big Art - Little Art
2802,ARTV,26218,Gods of the 21st Century and Beyond: Religion and Parallel Activity in Contemporary Art
2803,ARTV,27200,Painting
2804,ARTV,27210,Intermediate/Advanced Painting
2805,ARTV,27920,Virtual Reality Production
2806,ARTV,27921,Augmented Reality Production
2807,ARTV,27922,Sound / Image Mapping
2808,ARTV,27923,Experimental Captures
2809,ARTV,29600,Junior Seminar
2810,ARTV,29700,Independent Study in Visual Arts
2811,ARTV,29850,Senior Seminar
2812,ARTV,29900,Senior Project
2813,BIOS,10130,Core Biology
2814,BIOS,11125,Life Through a Genomic Lens
2815,BIOS,11125,Life Through a Genomic Lens
2816,BIOS,11140,Biotechnology for the 21st Century
2817,BIOS,12114,Nutritional Science
2818,BIOS,12115,Responses of Cardiopulmonary System to Stress
2819,BIOS,12116,The Human Body in Health and Disease
2820,BIOS,12117,The 3.5 Billion Year History of the Human Body
2821,BIOS,13111,Natural History of North American Deserts
2822,BIOS,13112,Natural History of North American Desert
2823,BIOS,13123,Biological Evolution
2824,BIOS,13126,Tropical Ecology: Biodiversity and Human Impacts
2825,BIOS,13128,Plant-Animal Interactions
2826,BIOS,13133,Resolving the Environmental Crisis
2827,BIOS,13140,The Public and Private Lives of Insects
2828,BIOS,13141,The Mathematics of Evolution
2829,BIOS,13253,Apes and Human Evolution
2830,BIOS,14112,Workings of the Human Brain: From Brain to Behavior
2831,BIOS,14114,Drugs Galore: What They Are and What They Do to You
2832,BIOS,14116,Introduction to Social Neuroscience
2833,BIOS,15115,Cancer Biology: How Good Cells Go Bad
2834,BIOS,15124,The Principles of Microbiology/Global Infectious Diseases
2835,BIOS,16120,The Biological Nature of Psychological Problems
2836,BIOS,10450,Pharmacological Perspectives in Cell and Molecular Biology
2837,BIOS,10450,Pharmacological Perspectives in Cell and Molecular Biology
2838,BIOS,10451,Pharmacological Perspectives II
2839,BIOS,10500,Metabolism and Exercise
2840,BIOS,10501,Metabolism and Nutrition
2841,BIOS,10602,Multiscale Modeling of Biological Systems I
2842,BIOS,10603,Multiscale Modeling of Biological Systems II
2843,BIOS,20170,Microbial and Human Cell Biology
2844,BIOS,20171,Human Genetics and Developmental Biology
2845,BIOS,20151,Introduction to Quantitative Modeling in Biology (Basic
2846,BIOS,20152,Introduction to Quantitative Modeling in Biology (Advanced
2847,BIOS,20153,Fundamentals of Ecology and Ev
2848,CRES,24001,Colonizations I
2849,CRES,24002,Colonizations II
2850,CRES,24003,Colonizations III
2851,EALC,10800,Intro To East Asian Civilization I
2852,EALC,10900,Intro to East Asian Civilization II
2853,EALC,11000,Intro to East Asian Civilization III
2854,GNSE,15002,Gender and Sexuality in World Civilizations I
2855,GNSE,15003,Gender and Sexuality in World Civilizations II
2856,HIST,10101,Introduction to African Civilization I
2857,HIST,10102,Introduction to African Civilization II
2858,HIST,10103,Introduction to African Civilization III
2859,HIST,13001,History of European Civilization I
2860,HIST,13002,History of European Civilization II
2861,HIST,13003,History of European Civilization III
2862,HIST,13100,Western Civilization-1
2863,HIST,13200,Western Civilization-2
2864,HIST,13300,History of Western Civilization III
2865,HIST,13500,America In World Civilization I
2866,HIST,13600,America in World Civilization II
2867,HIST,13700,America in World Civilization-III
2868,HIST,13900,Intro to Russian Civilization-1
2869,HIST,14000,Intro Russian Civilization-2
2870,HIST,16700,Anc Mediterr World-1: Greece
2871,HIST,16800,Anc Mediterr World-2: Rome
2872,HIST,16900,Ancient Mediterranean World III
2873,HMRT,10100,Human Rights in World Civilizations I
2874,HMRT,10200,Human Rights in World Civilizations II
2875,JWSC,12000,Jewish Civilization I: Ancient Beginnings to Early Medieval Period
2876,JWSC,12001,Jewish Civilization II: Late Medieval to Modern Period
2877,LACS,16100,Introduction to Latin American Civilization I
2878,LACS,16200,Introduction to Latin American Civilization II
2879,LACS,16300,Introduction to Latin American Civilization III
2880,MUSI,12100,Music In Western Civilization I: To 1750
2881,MUSI,12200,Music In Western Civ II
2882,NEHC,20001,Ancient Near Eastern History and Society I: Egypt
2883,NEHC,20002,Ancient Near Eastern History and Society II
2884,NEHC,20003,Ancient Near Eastern History and Society III
2885,NEHC,20004,Ancient Near Eastern Thought and Literature I: Mesopotamian Literature
2886,NEHC,20005,Ancient Near Eastern Thought & Literature-2: Anatolian Lit
2887,NEHC,20006,Ancient Near Eastern Thought & Literature-3
2888,NEHC,20011,Ancient Empires I
2889,NEHC,20012,Ancient Empires-II
2890,NEHC,20013,Ancient Empires-3
2891,NEHC,20416,"Semitic Languages, Cultures, and Civilizations I"
2892,NEHC,20417,"Semitic Languages, Cultures, and Civilizations II"
2893,NEHC,20418,"Semitic Languages, Cultures, and Civilizations III"
2894,NEHC,20501,Islamic History and Society I: The Rise of Islam and the Caliphate
2895,NEHC,20502,Islamic History and Society II: The Middle Period
2896,NEHC,20503,Islamic History and Society III:The Modern Middle East
2897,NEHC,20601,Islamic Thought and Literature I
2898,NEHC,20602,Islamic Thought and Literature II
2899,NEHC,20603,Islamic Thought and Literature III
2900,SALC,20100,Introduction to the Civilizations of South Asia I
2901,SALC,20200,Introduction to the Civilizations of South Asia II
2902,HUMA,11000,Readings in World Literature I
2903,HUMA,11100,Readings in World Literature II
2904,HUMA,11200,Readings in World Literature III
2905,HUMA,11500,Philosophical Perspectives I
2906,HUMA,11600,Philosophical Perspectives II
2907,HUMA,11700,Philosophical Perspectives III
2908,HUMA,12050,"Greece and Rome: Texts, Traditions, Transformations I"
2909,HUMA,12150,"Greece and Rome: Texts, Traditions, Transformations II"
2910,HUMA,12250,"Greece and Rome: Texts, Traditions, Transformations III"
2911,HUMA,12300,Human Being and Citizen I
2912,HUMA,12400,Human Being and Citizen II
2913,HUMA,12500,Human Being and Citizen III
2914,HUMA,13500,Introduction to the Humanities I
2915,HUMA,13600,Introduction to the Humanities II
2916,HUMA,13700,Introduction to the Humanities III
2917,HUMA,14000,"Reading Cultures: Collection, Travel, Exchange I"
2918,HUMA,14100,"Reading Cultures: Collection, Travel, Exchange II"
2919,HUMA,14200,"Reading Cultures: Collection, Travel, Exchange III"
2920,HUMA,16000,"Media Aesthetics: Image, Text, Sound I"
2921,HUMA,16100,"Media Aesthetics: Image, Text, Sound II"
2922,HUMA,16200,"Media Aesthetics: Image, Text, Sound III"
2923,HUMA,17000,Language and the Human I
2924,HUMA,17100,Language and the Human II
2925,HUMA,17200,Language and the Human III
2926,HUMA,18000,Poetry and the Human I
2927,HUMA,18100,Poetry and the Human II
2928,HUMA,18200,Poetry and the Human III
2929,HUMA,19100,Humanities Writing Seminars
2930,HUMA,2980,Practicum
2931,HUMA,20710,At the Piano-I: Keyboard Studies for Non-Music Majors
2932,HUMA,20711,At the Piano II: Keyboard Studies for Non-Music Majors
2933,HUMA,20712,At the Piano III: Keyboard Studies for Non-Music Majors
2934,HUMA,20713,At the Piano IV: Keyboard Studies for Non-Music Majors
2935,HUMA,25202,Media Ecology: Embodiment & Software
2936,HUMA,25206,"Digital Culture: Artificial Intelligence, Algorithms, and the Web"
2937,HUMA,29700,Reading Course
2938,PHSC,10100,Origin and Evolution of the Solar System and the Earth
2939,PHSC,10800,Earth as a Planet: Exploring Our Place in the Universe
2940,PHSC,11000,Environmental History of the Earth
2941,PHSC,11100,Modern Physics I: Modern Physics in the Everyday World
2942,PHSC,11200,Modern Physics II: Paradoxes in Modern Physics
2943,PHSC,11300,Everyday Physics
2944,PHSC,11600,Physics for Future Presidents: Fundamental Concepts and Applications
2945,PHSC,11700,Physics for Future Presidents: Energy and Sustainability
2946,PHSC,12300,Chemistry for an Alternative Energy Economy
2947,PHSC,12400,The Chemistry of Big Problems
2948,PHSC,12500,Molecular Mechanisms of Human Disease
2949,PHSC,12600,"Matter, Energy, Space, and Time"
2950,PHSC,12610,Black Holes
2951,PHSC,12620,The Big Bang
2952,PHSC,12700,Stars
2953,PHSC,12710,Galaxies
2954,PHSC,12720,Exoplanets
2955,PHSC,13400,Global Warming: Understanding the Forecast
2956,PHSC,13500,Chemistry & The Atmosphere
2957,PHSC,13600,Natural Hazards
2958,PHSC,18100,The Milky Way
2959,PHSC,18200,The Origin and Evolution of the Universe
2960,PHSC,18300,Searching Between the Stars
2961,PHSC,18800,Philosophical Problems in Cosmology
2962,SOSC,11400,"Power, Identity, Resistance I"
2963,SOSC,11500,"Power, Identity, Resistance II"
2964,SOSC,11600,"Power, Identity, Resistance III"
2965,SOSC,12400,"Self, Culture, and Society I"
2966,SOSC,12500,"Self, Culture, and Society II"
2967,SOSC,12600,"Self, Culture, and Society III"
2968,SOSC,13100,Social Science Inquiry I
2969,SOSC,13200,Social Science Inquiry II
2970,SOSC,13300,Social Science Inquiry III
2971,SOSC,13110,Social Science Inquiry: Formal Theory I
2972,SOSC,13210,Social Science Inquiry: Formal Theory II
2973,SOSC,13310,Social Science Inquiry: Formal Theory III
2974,SOSC,13120,Social Science Inquiry: Spatial Analysis I
2975,SOSC,13220,Social Science Inquiry: Spatial Analysis II
2976,SOSC,13320,Social Science Inquiry: Spatial Analysis III
2977,SOSC,14100,Mind I
2978,SOSC,14200,Mind II
2979,SOSC,14300,Mind III
2980,SOSC,15100,Classics of Social and Political Thought I
2981,SOSC,15200,Classics of Social and Political Thought II
2982,SOSC,15300,Classics of Social and Political Thought III
2983,SOSC,16100,Global Society I
2984,SOSC,16200,Global Society II
2985,SOSC,16300,Global Society III
2986,SOSC,2980,Practicum
2987,SOSC,21100,Music In Western Civilization I: To 1750
2988,SOSC,21200,Music In Western Civ II
2989,SOSC,22000,Islamic Thought and Literature I
2990,SOSC,22100,Islamic Thought and Literature II
2991,SOSC,22200,Islamic Thought and Literature III
2992,SOSC,23000,Introduction to the Civilizations of South Asia I
2993,SOSC,23100,Introduction to the Civilizations of South Asia II
2994,SOSC,23500,Intro To East Asian Civilization I
2995,SOSC,23600,Intro to East Asian Civilization II
2996,SOSC,23700,Intro to East Asian Civilization III
2997,SOSC,24000,Intro to Russian Civilization-1
2998,SOSC,24100,Intro Russian Civilization-2
2999,SOSC,24001,Colonizations I
3000,SOSC,24002,Colonizations II
3001,SOSC,24003,Colonizations III
3002,SOSC,25090,Anthropology of Olympic Sport
3003,SOSC,25100,Urban Structure and Process
3004,SOSC,26100,Introduction to Latin American Civilization I
3005,SOSC,26200,Introduction to Latin American Civilization II
3006,SOSC,26300,Introduction to Latin American Civilization III
3007,SOSC,26004,History of City Planning
3008,SOSC,29700,Rdgs: Social Sciences
3009,SOSC,29900,BA Paper in Russian Civilization
3010,SOSC,34500,Anthropology Of Museums-1
3011,SOSC,34600,Anthropology Of Museum-2
3012,PHSC,10100,Origin and Evolution of the Solar System and the Earth
3013,PHSC,10800,Earth as a Planet: Exploring Our Place in the Universe
3014,PHSC,11000,Environmental History of the Earth
3015,PHSC,11100,Modern Physics I: Modern Physics in the Everyday World
3016,PHSC,11200,Modern Physics II: Paradoxes in Modern Physics
3017,PHSC,11300,Everyday Physics
3018,PHSC,11600,Physics for Future Presidents: Fundamental Concepts and Applications
3019,PHSC,11700,Physics for Future Presidents: Energy and Sustainability
3020,PHSC,12300,Chemistry for an Alternative Energy Economy
3021,PHSC,12400,The Chemistry of Big Problems
3022,PHSC,12500,Molecular Mechanisms of Human Disease
3023,PHSC,12600,"Matter, Energy, Space, and Time"
3024,PHSC,12610,Black Holes
3025,PHSC,12620,The Big Bang
3026,PHSC,12700,Stars
3027,PHSC,12710,Galaxies
3028,PHSC,12720,Exoplanets
3029,PHSC,13400,Global Warming: Understanding the Forecast
3030,PHSC,13500,Chemistry & The Atmosphere
3031,PHSC,13600,Natural Hazards
3032,PHSC,18100,The Milky Way
3033,PHSC,18200,The Origin and Evolution of the Universe
3034,PHSC,18300,Searching Between the Stars
3035,PHSC,18800,Philosophical Problems in Cosmology
3036,BIOS,10130,Core Biology
3037,BIOS,11125,Life Through a Genomic Lens
3038,BIOS,11125,Life Through a Genomic Lens
3039,BIOS,11140,Biotechnology for the 21st Century
3040,BIOS,12114,Nutritional Science
3041,BIOS,12115,Responses of Cardiopulmonary System to Stress
3042,BIOS,12116,The Human Body in Health and Disease
3043,BIOS,12117,The 3.5 Billion Year History of the Human Body
3044,BIOS,13111,Natural History of North American Deserts
3045,BIOS,13112,Natural History of North American Desert
3046,BIOS,13123,Biological Evolution
3047,BIOS,13126,Tropical Ecology: Biodiversity and Human Impacts
3048,BIOS,13128,Plant-Animal Interactions
3049,BIOS,13133,Resolving the Environmental Crisis
3050,BIOS,13140,The Public and Private Lives of Insects
3051,BIOS,13141,The Mathematics of Evolution
3052,BIOS,13253,Apes and Human Evolution
3053,BIOS,14112,Workings of the Human Brain: From Brain to Behavior
3054,BIOS,14114,Drugs Galore: What They Are and What They Do to You
3055,BIOS,14116,Introduction to Social Neuroscience
3056,BIOS,15115,Cancer Biology: How Good Cells Go Bad
3057,BIOS,15124,The Principles of Microbiology/Global Infectious Diseases
3058,BIOS,16120,The Biological Nature of Psychological Problems
3059,BIOS,10450,Pharmacological Perspectives in Cell and Molecular Biology
3060,BIOS,10450,Pharmacological Perspectives in Cell and Molecular Biology
3061,BIOS,10451,Pharmacological Perspectives II
3062,BIOS,10500,Metabolism and Exercise
3063,BIOS,10501,Metabolism and Nutrition
3064,BIOS,10602,Multiscale Modeling of Biological Systems I
3065,BIOS,10603,Multiscale Modeling of Biological Systems II
3066,BIOS,20170,Microbial and Human Cell Biology
3067,BIOS,20171,Human Genetics and Developmental Biology
3068,BIOS,20151,Introduction to Quantitative Modeling in Biology (Basic
3069,BIOS,20152,Introduction to Quantitative Modeling in Biology (Advanced
3070,BIOS,20153,Fundamentals of Ecology and Ev
3071,JWSC,11000,Biblical Aramaic
3072,JWSC,11100,Old Aramaic Inscriptions
3073,JWSC,11200,Imperial Aramaic
3074,JWSC,12000,Jewish Civilization I: Ancient Beginnings to Early Medieval Period
3075,JWSC,12001,Jewish Civilization II: Late Medieval to Modern Period
3076,JWSC,20120,Introduction to the Hebrew Bible
3077,JWSC,20121,The Bible and Archaeology
3078,JWSC,20300,Elementary Yiddish I
3079,JWSC,20400,Elementary Yiddish for Beginners-II
3080,JWSC,20500,Elementary Yiddish III
3081,JWSC,20895,The Construction of Jewish History in Israel
3082,JWSC,21107,Rdg: Maimonides' Guide of the Perplexed
3083,JWSC,22000,Elementary Classical Hebrew I
3084,JWSC,22100,Elementary Classical Hebrew II
3085,JWSC,22200,Elementary Classical Hebrew-3
3086,JWSC,22300,Intermediate Classical Hebrew I
3087,JWSC,22400,Intermediate Classical Hebrew II
3088,JWSC,22500,Intermediate Classical Hebrew III
3089,JWSC,23118,Gender and Sexuality in Jewish Society: Early Modernity through the Present
3090,JWSC,24105,Letters to Zion
3091,JWSC,24650,Introduction to Kabbalah
3092,JWSC,25000,Introductory Modern Hebrew-1
3093,JWSC,25100,Introductory Modern Hebrew-II
3094,JWSC,25200,Introductory Modern Hebrew III
3095,JWSC,25149,Anthropology of Israel
3096,JWSC,26210,Oedipus in Zion: The Oedipal Figure in Modern Hebrew Literature
3097,JWSC,27650,Yiddish Literature in America
3098,JWSC,28110,Queer Jewish Literature
3099,JWSC,28139,"Society, Politics and Security in Israel"
3100,JWSC,29550,Cinema and the Holocaust
3101,JWSC,29560,Reckoning With the Holocaust
3102,JWSC,29700,Reading/Research: Jewish Std
3103,JWSC,29900,BA Preparation Course
3104,BIOS,20151,Introduction to Quantitative Modeling in Biology (Basic
3105,BIOS,20152,Introduction to Quantitative Modeling in Biology (Advanced
3106,BIOS,20153,Fundamentals of Ecology and Ev
3107,BIOS,20170,Microbial and Human Cell Biology
3108,BIOS,20171,Human Genetics and Developmental Biology
3109,BIOS,20172,Mathematical Modeling for Pre-Med Students
3110,BIOS,20173,Perspectives of Human Physiology
3111,BIOS,20175,Biochemistry and Metabolism
3112,BIOS,20186,Fundamentals of Cell and Molecular Biology
3113,BIOS,20187,Fundamentals of Genetics
3114,BIOS,20188,Fundamentals of Physiology
3115,BIOS,20189,Fundamentals of Developmental Biology
3116,BIOS,20190,Principles of Developmental Biology
3117,BIOS,20191,Integrative Physiology
3118,BIOS,20196,Ecology and Conservation
3119,BIOS,20198,Biodiversity
3120,BIOS,20234,Molecular Biology of the Cell
3121,BIOS,20235,Biological Systems
3122,BIOS,20236,Biological Dynamics
3123,BIOS,20242,Principles of Physiology
3124,BIOS,20200,Introduction to Biochemistry
3125,BIOS,21216,Intro Statistical Genetics
3126,BIOS,21229,Genome Informatics: How Cells Reorganize Genomes
3127,BIOS,21236,Genetics of Model Organisms
3128,BIOS,21237,Developmental Mechanisms
3129,BIOS,21238,Cell Biology II
3130,BIOS,21249,"Organization, Expression, and Transmission of Genome Information"
3131,BIOS,21306,Human Genetics and Evolution
3132,BIOS,21317,Topics in Biological Chemistry
3133,BIOS,21328,Biophysics of Biomolecules
3134,BIOS,21349,Protein Structure and Functions in Medicine
3135,BIOS,21356,Vertebrate Development
3136,BIOS,21358,"Simulation, Modeling, and Computation in Biophysics"
3137,BIOS,21360,Advanced Molecular Biology
3138,BIOS,21407,Image Processing in Biology
3139,BIOS,21415,Stem Cells in Development and Diseases
3140,BIOS,21416,Stem Cells and Regeneration
3141,BIOS,21417,Systems Biology: Molecular Regulatory Logic of Networks
3142,BIOS,21418,Historical and Conceptual Foundations of DevoEvo
3143,BIOS,21506,Biological Physics
3144,BIOS,21507,The Engineering and Biology of Tissue Repair
3145,BIOS,22226,Human Developmental Biology
3146,BIOS,22233,Comparative Vertebrate Anatomy
3147,BIOS,22236,Reproductive Biology of Primates
3148,BIOS,22245,Biomechanics: How Life Works
3149,BIOS,22249,Principles of Toxicology
3150,BIOS,22250,Chordates: Evolution and Comparative Anatomy
3151,BIOS,22260,Vertebrate Structure and Function
3152,BIOS,22265,Human Origins: Milestones in Human Evolution and the Fossil Record
3153,BIOS,22306,Evolution and Development
3154,BIOS,23100,Dinosaur Science
3155,BIOS,23232,Ecology and Evolution in the Southwest
3156,BIOS,23233,Ecology and Evolution in the Southwest:Field School
3157,BIOS,23242,Primate Evolution and the Roots of Human Biology
3158,BIOS,23247,Bioarchaeology and the Human Skeleton
3159,BIOS,23249,Animal Behavior
3160,BIOS,23252,Field Ecology
3161,BIOS,23254,Mammalian Ecology
3162,BIOS,23258,Molecular Evolution I: Fundamentals and Principles
3163,BIOS,23261,Invertebrate Paleobiology and Evolution
3164,BIOS,23262,Mammalian Evolutionary Biology
3165,BIOS,23266,Evolutionary Adaptation
3166,BIOS,23289,Marine Ecology
3167,BIOS,23299,Plant Development and Molecular Genetics
3168,BIOS,23365,Evolutionary and Genomic Medicine I
3169,BIOS,23404,Reconstructing the Tree of Life: An Introduction to Phylogenetics
3170,BIOS,23406,Biogeography
3171,BIOS,23409,The Ecology and Evolution of Infectious Diseases
3172,BIOS,23410,"Complex Interactions: Coevolution, Parasites, Mutualists, and Cheaters"
3173,BIOS,24110,Fundamental Neuroscience
3174,BIOS,24120,Cellular Neuroscience
3175,BIOS,24130,Systems Neuroscience
3176,BIOS,24131,Molecular Neuroscience
3177,BIOS,24208,Survey of Systems Neuroscience
3178,BIOS,24217,Conquest of Pain
3179,BIOS,24231,Methods in Computational Neuroscience
3180,BIOS,24232,Computational Approaches to Cognitive Neuroscience
3181,BIOS,24248,Biological Clocks and Behavior
3182,BIOS,24408,Modeling and Signal Analysis for Neuroscientists
3183,BIOS,25108,Cancer Biology
3184,BIOS,25109,Topics in Reproduction and Cancer
3185,BIOS,25126,Animal Models of Human Disease
3186,BIOS,25206,Fundamentals of Bacterial Physiology
3187,BIOS,25216,Molecular Basis of Bacterial Disease
3188,BIOS,25226,Endocrinology I: Cell Signaling
3189,BIOS,25227,Endocrinology II: Systems and Physiology
3190,BIOS,25228,Endocrinology III: Human Disease
3191,BIOS,25256,Immunobiology
3192,BIOS,25258,Immunopathology
3193,BIOS,25260,Host Pathogen Interactions
3194,BIOS,25266,Molecular Immunology
3195,BIOS,25267,Mucosal Immunology
3196,BIOS,25287,Introduction to Virology
3197,BIOS,25308,Heterogeneity in Human Cancer: Etiology and Treatment
3198,BIOS,25326,Tumor Microenvironment and Metastasis
3199,BIOS,25327,Health Disparities in Breast Cancer
3200,BIOS,25407,Organ Transplantation
3201,BIOS,26120,An Introduction to Bioinformatics and Proteomics
3202,BIOS,26210,Mathematical Methods for Biological Sciences I
3203,BIOS,26211,Mathematical Methods for Biological Sciences II
3204,BIOS,26318,Fundamentals of Biological Data Analysis
3205,BIOS,27710,Ecology - Marine Biological Laboratory
3206,BIOS,27711,Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory
3207,BIOS,27712,Independent Undergraduate Research in Environmental Sciences  Marine Biological Laboratory
3208,BIOS,27713,Quantitative Environmental Analyses  Marine Biological Laboratory
3209,BIOS,27714,Methods in Microbial Ecology - Marine Biological Laboratory
3210,BIOS,27715,Roles of Animals in Ecosystems  Marine Biological Laboratory
3211,BIOS,27720,Microbiomes Across Environments
3212,BIOS,27721,Observing Proteins in Action: How to Design and Build Your Own Instruments
3213,BIOS,27723,Biodiversity and Genomics: Exploring the Marine Animal Diversity of Woods Hole Using Molecular Tools
3214,BIOS,27810,Epidemiology and Population Health: Global Health Sciences I
3215,BIOS,27811,Global Health Sciences II: Microbiology
3216,BIOS,28700,Biodiagnostics and Biosensors
3217,BIOS,28407,Genomics and Systems Biology
3218,BIOS,2280,Drinking Alcohol: Social Problem or Normal Cultural Practice
3219,BIOS,2490,Biology and Sociology of AIDS
3220,BIOS,29100,Biology of Toxoplasma
3221,BIOS,29265,Evolution and Economics of Human Behavior
3222,BIOS,29271,The Psychology and Neurobiology of Stress
3223,BIOS,29294,Introduction to Global Health
3224,BIOS,29300,Biological Psychology
3225,BIOS,29314,Medical Ethics: Central Topics
3226,BIOS,29323,Health Care and the Limits of State Action
3227,BIOS,29326,Introduction to Medical Physics and Medical Imaging
3228,BIOS,29327,Topics in Clinical Research
3229,BIOS,29812,Global Health Sciences III: Topics in Global Health
3230,BIOS,199,Undergraduate Research
3231,BIOS,206,Readings: Biology
3232,BIOS,296,Undergraduate Honors Research
3233,BIOS,299,Advanced Research: Biological Sciences
3234,ECON,10000,Principles of Microeconomics
3235,ECON,10200,Principles of Macroeconomics
3236,ECON,11020,Introduction to Econometrics
3237,ECON,12210,"Economic History II: The Early Modern World, circa 1300-1800"
3238,ECON,12220,Economic History III: The Global Economy from Great Depression to Great Recession
3239,ECON,13000,Introduction to Money and Banking
3240,ECON,14810,Evolution and Economics of Human Behavior
3241,ECON,19000,Economics for Everyone
3242,ECON,19100,Economics for Everyone: Macro
3243,ECON,19800,Introduction to Microeconomics
3244,ECON,19900,Intro To Macroeconomics
3245,ECON,20000,The Elements of Economic Analysis I
3246,ECON,20100,The Elements of Economic Analysis II
3247,ECON,20200,The Elements of Economic Analysis III
3248,ECON,20300,Elements of Economic Analysis IV
3249,ECON,20010,The Elements of Economic Analysis I Honors
3250,ECON,20110,The Elements of Economic Analysis II Honors
3251,ECON,20210,The Elements of Economic Analysis III Honors
3252,ECON,20520,Formal Models of Political Economics
3253,ECON,20700,Game Theory and Economic Applications
3254,ECON,20770,Decision and Strategy
3255,ECON,20780,Decision and Strategy II
3256,ECON,20800,Theory of Auctions
3257,ECON,21010,Statistical Methods in Economics
3258,ECON,21020,Econometrics
3259,ECON,21030,Econometrics - Honors
3260,ECON,21110,Applied Microeconometrics
3261,ECON,21130,Topics in Microeconometrics
3262,ECON,21150,Topics in Applied Econometrics
3263,ECON,21300,Data Construction and Interpretation in Economic Applications
3264,ECON,21320,Applications of Econometric and Data Science Methods
3265,ECON,21330,Econometrics and Machine Learning
3266,ECON,21410,Computational Methods in Economics
3267,ECON,21730,Applied Behavioral Economics
3268,ECON,21800,Experimental Economics
3269,ECON,21830,Social Neuroscience
3270,ECON,22200,Topics in American Economic History
3271,ECON,22410,UChicago Economics: The People and the Seminal Ideas
3272,ECON,22600,Innovators
3273,ECON,22650,Creativity
3274,ECON,23000,Money and Banking
3275,ECON,23040,Cryptocurrencies
3276,ECON,23200,Topics in Macroeconomics
3277,ECON,23230,Macroeconomic Crises
3278,ECON,23330,Introduction to Dynamic Economic Modeling
3279,ECON,23410,Economic Growth
3280,ECON,23950,Economic Policy Analysis
3281,ECON,24000,Labor Economics
3282,ECON,24450,"Inequality and the Social Safety Net: Theory, Empirics, and Policies"
3283,ECON,24720,"Inequality: Origins, Dimensions, and Policy"
3284,ECON,25000,Introduction To Finance
3285,ECON,25100,Financial Economic
3286,ECON,25130,Behavioral Finance
3287,ECON,25710,China's Economic Development & Transition
3288,ECON,26010,Public Finance
3289,ECON,26020,Public Sector Economics
3290,ECON,26500,Environmental Economics
